name,artists,emotion,Topic_distr_0,Topic_distr_1,Topic_distr_2,Topic_distr_3,Topic_distr_4,Topic_distr_5,Topic_distr_6
I'll Be Home For Christmas,The Platters,joy,0.03648759424686432,0.5658812,0.03648669645190239,0.036486536264419556,0.03648717701435089,0.03649403154850006,0.2515714466571808
Josie,Tullycraft,joy,0.036925058811903,0.53069854,0.03690681606531143,0.2845933139324188,0.03690754622220993,0.036912791430950165,0.03691036254167557
Jaigantic - Galimatias Remix,Tora,neutral,0.028867507353425026,0.826791,0.028864743188023567,0.02886640839278698,0.028865110129117966,0.028869181871414185,0.02887612022459507
Live Louder,Nathaniel,joy,0.03586970269680023,0.784692,0.035867657512426376,0.03586778789758682,0.03587329015135765,0.03595630079507828,0.03587115928530693
Now I Know,Jessica Andrews,sadness,0.02130790799856186,0.8721549,0.021305987611413002,0.02130674570798874,0.021306738257408142,0.021309157833456993,0.021308602765202522
Don't Be A Fool,Loose Ends,anger,0.029939234256744385,0.8189009,0.029935993254184723,0.02993639186024666,0.029945019632577896,0.031388040632009506,0.02997511997818947
Easier This Time Around,Midwest Skies!,sadness,0.017378509044647217,0.89572835,0.01737821102142334,0.01737780123949051,0.017377957701683044,0.01737978123128414,0.017379552125930786
"Se La - 12"" Version",Lionel Richie,joy,0.021495668217539787,0.8710228,0.021494409069418907,0.02149488590657711,0.021494800224900246,0.02149936929345131,0.02149803750216961
Driftin',Dirty Heads,joy,0.018907872959971428,0.88655126,0.018907008692622185,0.01890798844397068,0.01890735700726509,0.018909640610218048,0.018908899277448654
Radical Modernism,Agoraphobic Nosebleed,disgust,0.03973497822880745,0.76160663,0.03972641006112099,0.039731670171022415,0.03972666710615158,0.0397375114262104,0.03973722085356712
Sun Children,Nickodemus,joy,0.01859096996486187,0.8883879,0.018592359498143196,0.01858961395919323,0.01860450953245163,0.018619118258357048,0.018614983186125755
I Guess I Just Feel Like,John Mayer,sadness,0.025342023000121117,0.8479514,0.02533986046910286,0.02534061297774315,0.025340326130390167,0.025343570858240128,0.025342334061861038
Love Without Sex,Gwen McCrae,anger,0.017880650237202644,0.8927167,0.01787956804037094,0.01788015477359295,0.01787986233830452,0.017881294712424278,0.017881739884614944
Wildfire,Cautious Clay,fear,0.026591435074806213,0.716604,0.02658979408442974,0.026590552181005478,0.15030871331691742,0.026593295857310295,0.02672603167593479
Mean Dream,La Luz,neutral,0.02850564382970333,0.754123,0.028497466817498207,0.02849747985601425,0.10335705429315567,0.028511427342891693,0.02850702963769436
Hold It In,Jukebox The Ghost,sadness,0.026227710768580437,0.84264463,0.026223689317703247,0.026224732398986816,0.026224495843052864,0.02622697874903679,0.0262275580316782
Lonely as It Gets,Koe Wetzel,sadness,0.018656644970178604,0.88806075,0.018655473366379738,0.018655937165021896,0.01865590550005436,0.018657973036170006,0.018657561391592026
Fruit Snacks & Cups of Patron,KYLE,joy,0.02223474718630314,0.5737757,0.3144928216934204,0.022230850532650948,0.02223232574760914,0.022244341671466827,0.022727787494659424
Gonna Love You Tonite (feat. Kenny Lattimore),"Michael Lington, Kenny Lattimore",joy,0.022701917216181755,0.863789,0.02270064316689968,0.022701488807797432,0.022701038047671318,0.022703038528561592,0.022702854126691818
Surrender,Aluna,anger,0.024188848212361336,0.854865,0.02418731153011322,0.024187754839658737,0.02418830431997776,0.02419302798807621,0.024189792573451996
The Right Track,Phyllis Dillon,fear,0.03493387624621391,0.790398,0.034932300448417664,0.03493311256170273,0.034932930022478104,0.03493579477071762,0.03493405878543854
for once,guccihighwaters,fear,0.013822495937347412,0.9162577,0.014606325887143612,0.0138179250061512,0.013817909173667431,0.013833152130246162,0.013821369968354702
Wild Eyes,Vivian Girls,joy,0.05059918761253357,0.69642174,0.05059129372239113,0.050593696534633636,0.05059421807527542,0.05059901252388954,0.050600696355104446
Homesick,"Goodnight, Texas",sadness,0.01636608876287937,0.9018021,0.016365598887205124,0.016365664079785347,0.016365695744752884,0.016368065029382706,0.016366802155971527
Fire Drill,Holy Roman Empire,fear,0.04005841910839081,0.49206528,0.04005289077758789,0.04005475342273712,0.04005463048815727,0.04006137698888779,0.30766886472702026
Justified,Rhino Bucket,anger,0.038432907313108444,0.76941526,0.03842867910861969,0.03843021020293236,0.03842934966087341,0.0384318083524704,0.038431745022535324
No More Hate,Autopsy,anger,0.025498557835817337,0.7290382,0.025544423609972,0.025461502373218536,0.02549613267183304,0.14344356954097748,0.025465350598096848
Very Unbecoming,Lorraine Feather,fear,0.02081865817308426,0.87508684,0.02081991545855999,0.02081797830760479,0.02081799879670143,0.02081940695643425,0.02081921696662903
Antithesis,Jamie's Elsewhere,joy,0.019728438928723335,0.881627,0.019727611914277077,0.01972789876163006,0.019728297367691994,0.019729921594262123,0.019730456173419952
Call Me The Breeze,Lynyrd Skynyrd,joy,0.02648993767797947,0.84106094,0.026488367468118668,0.02648896723985672,0.026488879695534706,0.026491470634937286,0.026491239666938782
Falling Apart,The Gamits,sadness,0.02161845751106739,0.86953074,0.021618260070681572,0.02167079970240593,0.02161744050681591,0.021621480584144592,0.022378697991371155
Shine On You Crazy Diamond (Pts. 1-7),Pink Floyd,joy,0.02083270624279976,0.79830533,0.020830729976296425,0.020831560716032982,0.020830605179071426,0.09740947186946869,0.020953966304659843
When You Wish Upon A Star,Glenn Miller,joy,0.026127507910132408,0.8432354,0.026125751435756683,0.026125945150852203,0.02612646482884884,0.026130137965083122,0.026128964498639107
Prime Time,The Alan Parsons Project,joy,0.028153376653790474,0.8310789,0.028151657432317734,0.02815222181379795,0.028152721002697945,0.028155455365777016,0.028155773878097534
I Try (Living Room Session),Busty and the Bass,sadness,0.025455506518483162,0.8472695,0.0254535973072052,0.02545398473739624,0.02545420080423355,0.02545737847685814,0.025455528870224953
Requiem for Dissent,Bad Religion,sadness,0.025557802990078926,0.52627057,0.3458808660507202,0.02554454654455185,0.025685401633381844,0.025572890415787697,0.02549651823937893
The Living End,The Jesus and Mary Chain,joy,0.02396159991621971,0.856227,0.02396073378622532,0.023960938677191734,0.023960698395967484,0.023966744542121887,0.023962298408150673
Running From Your Dad,Bowling For Soup,neutral,0.02504756860435009,0.84974974,0.025033481419086456,0.025034114718437195,0.02503388188779354,0.0250376109033823,0.025063632056117058
"Glasshouses - Recorded at RAK Studios, London",Maribou State,joy,0.0327080599963665,0.6173171,0.032705217599868774,0.03270649164915085,0.2191280871629715,0.032709553837776184,0.032711125910282135
Mary On A Cross,Ghost,sadness,0.03672144189476967,0.7796549,0.03671979531645775,0.036722127348184586,0.03672413155436516,0.03672410547733307,0.03673494607210159
I Cover The Waterfront,Billie Holiday,joy,0.03366734832525253,0.6293837,0.033665504306554794,0.03366682678461075,0.20227232575416565,0.033673226833343506,0.03366868942975998
Get Out Of My Head,MDFMK,anger,0.02714347653090954,0.83089775,0.02712380886077881,0.027124637737870216,0.027145199477672577,0.027164366096258163,0.033339232206344604
Workin' Man (Nowhere to Go),Nitty Gritty Dirt Band,sadness,0.024919584393501282,0.85047144,0.024917230010032654,0.02492113597691059,0.02492249198257923,0.024928713217377663,0.024919351562857628
Lolita,Sordid Humor,disgust,0.13187380135059357,0.73820704,0.025981120765209198,0.02598508819937706,0.025981051847338676,0.02598392590880394,0.025987716391682625
"Old Friends - Live at Central Park, New York, NY - September 19, 1981",Simon & Garfunkel,fear,0.020578820258378983,0.8765289,0.02057739347219467,0.02057780511677265,0.02057770825922489,0.020580220967531204,0.0205791387706995
Conflict,Slumber,joy,0.01867126300930977,0.8879707,0.018670711666345596,0.018672455102205276,0.018670963123440742,0.01867181435227394,0.018672093749046326
Never Gets Old - Audiotree Live Version,Penguin Prison,sadness,0.034542910754680634,0.7927425,0.03454054147005081,0.03454072028398514,0.03454162925481796,0.034545205533504486,0.03454617038369179
Rich Kids World,Nedelle Torrisi,sadness,0.033254168927669525,0.8004838,0.03324999660253525,0.03325065225362778,0.03325072303414345,0.033255890011787415,0.033254459500312805
Real,"Kendrick Lamar, Anna Wise",joy,0.016737034544348717,0.8995713,0.01673504337668419,0.01673753373324871,0.016736118122935295,0.01674150861799717,0.016741476953029633
Give It To Me,Henrik,joy,0.019549129530787468,0.8826942,0.019559109583497047,0.019549302756786346,0.019547421485185623,0.019549444317817688,0.01955151930451393
Cinnamon,Emarosa,joy,0.03389226645231247,0.79664207,0.03389022871851921,0.03389069065451622,0.03389866650104523,0.03389357030391693,0.0338929146528244
Jane Doe,Converge,anger,0.02261049672961235,0.8643385,0.02260911464691162,0.022609570994973183,0.02260948345065117,0.022612009197473526,0.022610822692513466
"Dick Starbuck ""Porno Detective""",The High & Mighty,neutral,0.012457339093089104,0.7329733,0.012480960227549076,0.012534799054265022,0.012454320676624775,0.012537556700408459,0.20461136102676392
Old Long Since (Auld Lang Syne),John Doan,joy,0.03771888464689255,0.19956991,0.037734292447566986,0.03769858181476593,0.6116652488708496,0.037915512919425964,0.037706341594457626
Old Team,Mastersystem,anger,0.02819264866411686,0.79239523,0.02818683348596096,0.02818913199007511,0.06621411442756653,0.028394535183906555,0.028448419645428658
French Inquisition,Bleeding Through,sadness,0.019234169274568558,0.8846,0.01923242025077343,0.01923258602619171,0.01923242397606373,0.019234666600823402,0.019233932718634605
Run - Live,Hillsong Worship,joy,0.024131225422024727,0.7363387,0.024128282442688942,0.02412712201476097,0.024128813296556473,0.024484608322381973,0.142691507935524
Love Yourself,"Scary Pockets, Mario Jose",sadness,0.019524220377206802,0.8828562,0.019522681832313538,0.019523384049534798,0.019523078575730324,0.019525205716490746,0.019524911418557167
Dandelions In Bullet Holes,Sarah Harmer,joy,0.018334561958909035,0.7755153,0.017902797088027,0.01792454719543457,0.13445723056793213,0.017904475331306458,0.01794317364692688
Horizon,Sybaris,joy,0.020264511927962303,0.8784128,0.020263291895389557,0.02026374824345112,0.020263686776161194,0.020266935229301453,0.020265527069568634
Save Yourself,Make Them Suffer,sadness,0.014742864295840263,0.9115382,0.014742930419743061,0.014742384664714336,0.01474391296505928,0.014743814244866371,0.014745913445949554
Groovin' - Remastered,Paul Carrack,joy,0.027068229392170906,0.83759016,0.02706761844456196,0.02706744335591793,0.02706756442785263,0.027069833129644394,0.027069073170423508
beibs in the trap,Travis Scott,anger,0.16669349372386932,0.750046,0.01660066470503807,0.016503004357218742,0.016499778255820274,0.01682255230844021,0.016888534650206566
Rainbow Child (Little Pas) - Remastered,Angela Bofill,joy,0.023720620200037956,0.8576751,0.023718982934951782,0.023719700053334236,0.023719316348433495,0.023721428588032722,0.02372564561665058
Bottle of Wine,Baker Grace,joy,0.02851562201976776,0.7246424,0.028511960059404373,0.028513086959719658,0.13121426105499268,0.028515007346868515,0.030057363212108612
Square Heart,The Black Heart Procession,sadness,0.03501308336853981,0.78991723,0.03501290827989578,0.035012394189834595,0.035011738538742065,0.03501616418361664,0.03501640260219574
Try A Little Tenderness - Single Version,Three Dog Night,joy,0.024673255160450935,0.8520856,0.02464713342487812,0.024647308513522148,0.024647479876875877,0.02465057000517845,0.024648670107126236
Under the Wires,Pottery,neutral,0.029931413009762764,0.82041025,0.02992975525557995,0.029930267482995987,0.02993006817996502,0.029934270307421684,0.029933882877230644
I Feel Good,Pink Sweat$,joy,0.024458210915327072,0.68854713,0.18914319574832916,0.024473804980516434,0.02446119114756584,0.024460213258862495,0.024459904059767723
June,I'm Glad It's You,sadness,0.024075990542769432,0.7971689,0.02407483570277691,0.02407611533999443,0.024075211957097054,0.02407906949520111,0.08247982710599899
Help Me,Joni Mitchell,joy,0.0245730709284544,0.8525593,0.024571547284722328,0.024573227390646935,0.024572359398007393,0.02457403391599655,0.024576522409915924
Mess Around,Ray Charles,neutral,0.03775406628847122,0.77347726,0.03775161877274513,0.037752702832221985,0.03775312751531601,0.03775566816329956,0.037755805999040604
Holly Jolly Christmas,Maddie & Tae,joy,0.03382442146539688,0.5358511,0.03382224589586258,0.033825039863586426,0.03382258117198944,0.25168633460998535,0.07719995826482773
Under Serious Attack,Emery,sadness,0.016535907983779907,0.9007825,0.016535315662622452,0.016535455361008644,0.01653539016842842,0.01653766632080078,0.01653786562383175
Search and Destroy,Tryhardninja,joy,0.02066892758011818,0.8759188,0.02066415175795555,0.02066655270755291,0.020667070522904396,0.020674891769886017,0.020739495754241943
Save My Heart,Blackslash,joy,0.027695804834365845,0.8338254,0.027693869546055794,0.027694473043084145,0.027694005519151688,0.02769942209124565,0.027697399258613586
Ain't That Pretty at All,Warren Zevon,joy,0.022891098633408546,0.6047481,0.022801473736763,0.2805151343345642,0.0234348364174366,0.02280299924314022,0.022799327969551086
Skin,Marika Hackman,joy,0.01986774243414402,0.71333575,0.019864995032548904,0.18732383847236633,0.01986558549106121,0.01986807957291603,0.01986726000905037
Answer - Talvin Singh Remix,"Sarah McLachlan, Talvin Singh",joy,0.02435912936925888,0.78995657,0.024357233196496964,0.024358149617910385,0.024358348920941353,0.02436070144176483,0.08820247650146484
Still Changes,Blacklist,joy,0.017617451027035713,0.89346844,0.017617689445614815,0.017618656158447266,0.018399368971586227,0.017620302736759186,0.017644034698605537
Fiction,Not My God,sadness,0.025653503835201263,0.740941,0.025651250034570694,0.025651827454566956,0.02565200813114643,0.13078457117080688,0.025669138878583908
Under My Thumb - Mono,The Rolling Stones,neutral,0.03689638897776604,0.7779245,0.036893777549266815,0.036894142627716064,0.03691757842898369,0.03690141439437866,0.03758915141224861
You Need Love,"Candye Kane, Stephen Hodges",joy,0.03676336631178856,0.77941537,0.03676086291670799,0.036762308329343796,0.03676152974367142,0.03676585480570793,0.03677084296941757
Tie Me Up,Johnny Thunders,joy,0.04033711925148964,0.75798887,0.04033297300338745,0.040333766490221024,0.04033350944519043,0.04033588618040085,0.04033789038658142
I Go Blind - 2019 Remaster,Hootie & The Blowfish,sadness,0.03135880082845688,0.8118536,0.03135521337389946,0.03135617822408676,0.03135579079389572,0.03136070817708969,0.03135966882109642
Daisies and Pews,Katie Herzig,joy,0.021850431337952614,0.86889607,0.021849241107702255,0.021849608048796654,0.021849319338798523,0.02185184136033058,0.021853525191545486
Can't Keep From Crying,Long John Baldry,sadness,0.0304079782217741,0.81755227,0.030405716970562935,0.03040654957294464,0.03040638007223606,0.030409781262278557,0.030411401763558388
Victoria,Old 97's,joy,0.28999418020248413,0.545591,0.032875970005989075,0.03289053589105606,0.03287695720791817,0.03287876769900322,0.03287985175848007
Bashed Out,This Is The Kit,joy,0.02626221999526024,0.6127353,0.255855530500412,0.02634463459253311,0.026267141103744507,0.026269543915987015,0.026268281042575836
Super Brava,Samiam,neutral,0.022721899673342705,0.6391195,0.022722726687788963,0.02272108383476734,0.247106671333313,0.022884510457515717,0.02272397093474865
A Song for All Seasons - Remastered,Jefferson Airplane,neutral,0.01625310815870762,0.90141255,0.016240358352661133,0.016239069402217865,0.016414431855082512,0.016948863863945007,0.01637333072721958
Blame (feat. John Newman) - BURNS Remix,Calvin Harris,sadness,0.049738332629203796,0.70157003,0.0497373528778553,0.04973682388663292,0.049736786633729935,0.04974093660712242,0.04973974451422691
Oceandust,Hands Like Houses,joy,0.0275786854326725,0.83453727,0.027573270723223686,0.02757355011999607,0.02758222632110119,0.027579626068472862,0.02757544443011284
All over Now - Live,Eric Hutchinson,sadness,0.017915446311235428,0.89250624,0.017914874479174614,0.017915207892656326,0.017915118485689163,0.01791679859161377,0.017916357144713402
Swallow Your Pride,Rhys,sadness,0.0346793532371521,0.66982514,0.03467962145805359,0.0346771702170372,0.03467744216322899,0.15678732097148895,0.034681014716625214
Alaskan Flounder Basket,iwrestledabearonce,joy,0.020144592970609665,0.73680043,0.020142436027526855,0.02014411799609661,0.020142611116170883,0.02014463022351265,0.1624731719493866
Endow Me,"""Le'Andria Johnson""",sadness,0.04561029002070427,0.3214349,0.045644551515579224,0.045607659965753555,0.04560863971710205,0.04561242833733559,0.4505612850189209
Ramble Tamble,Creedence Clearwater Revival,disgust,0.2779731750488281,0.5686655,0.030650941655039787,0.030659135431051254,0.03065105900168419,0.030653726309537888,0.030662206932902336
Hands of a Killer,Suicide Silence,anger,0.025908611714839935,0.8445466,0.025906439870595932,0.025907542556524277,0.0259066354483366,0.02591140940785408,0.025912810117006302
Wildwood Days,Bobby Rydell,joy,0.047010600566864014,0.38822606,0.047048699110746384,0.047006260603666306,0.3766830563545227,0.04701187461614609,0.04701235145330429
One,Alanis Morissette,anger,0.021497750654816628,0.70325917,0.021391037851572037,0.02169116772711277,0.18715988099575043,0.02340986393392086,0.021394820883870125
Nobody Like The Lord,Daryl Coley,neutral,0.02140115574002266,0.871589,0.021400129422545433,0.021400997415184975,0.021400488913059235,0.02140229009091854,0.02140655182301998
Those Were the Nights,Hunter Brothers,joy,0.025359313935041428,0.8480884,0.025308838114142418,0.02530931867659092,0.02530912682414055,0.025313064455986023,0.02531205490231514
"Ah, Christine!",Andrew Lloyd Webber,sadness,0.02333437092602253,0.5010558,0.023354558274149895,0.0233337190002203,0.02333247661590576,0.02333526313304901,0.38229358196258545
Universal Sleeper,Bevar Sea,neutral,0.018605655059218407,0.7418984,0.01860370859503746,0.018604237586259842,0.018633298575878143,0.018631508573889732,0.16507822275161743
We Rolled Together,David Lynch,joy,0.030203133821487427,0.73674077,0.11195016652345657,0.030323226004838943,0.030277037993073463,0.030204905197024345,0.03020312450826168
Friends in Love (with Johnny Mathis),"Dionne Warwick, Johnny Mathis",sadness,0.019341090694069862,0.8839527,0.01934020034968853,0.0193405169993639,0.019340528175234795,0.019342536106705666,0.01934228278696537
Elektrik,King Crimson,neutral,0.04870733246207237,0.7077438,0.048704713582992554,0.04870667681097984,0.04870472848415375,0.04871032014489174,0.048721686005592346
Dresspunk,DJ Stephanie,neutral,0.025980832055211067,0.8435819,0.025980757549405098,0.025979643687605858,0.0260024257004261,0.02649918757379055,0.02598521113395691
All the Time,Zara Larsson,fear,0.028115108609199524,0.8313107,0.02811315283179283,0.02811370976269245,0.028113538399338722,0.02811792679131031,0.028115814551711082
Royals,Punk Goes,joy,0.01874922402203083,0.88751143,0.01874689944088459,0.01874695159494877,0.01874721050262451,0.01874886266887188,0.018749475479125977
"Psycho, Pt. 2",Russ,joy,0.025767505168914795,0.84534407,0.025722114369273186,0.025713816285133362,0.02600562572479248,0.02571655996143818,0.025737108662724495
You Are Alive,Fragma,sadness,0.028806477785110474,0.82712793,0.028805430978536606,0.028829460963606834,0.028805768117308617,0.028809985145926476,0.028814928606152534
Shadows Fall,Beto Vazquez Infinity,joy,0.01612687297165394,0.9032252,0.016126278787851334,0.016126427799463272,0.01612628623843193,0.01614152267575264,0.01612738147377968
Body High,Harrison Brome,joy,0.02690238505601883,0.83861536,0.02689056657254696,0.026891037821769714,0.026890935376286507,0.026894936338067055,0.026914799585938454
Delusional (feat. Sikka Rymes),Vybz Kartel,sadness,0.01831638067960739,0.89049834,0.018207617104053497,0.01808113045990467,0.018718047067523003,0.018086960539221764,0.018085267394781113
Stealing the Show,State Cows,anger,0.03484751284122467,0.79091537,0.034845832735300064,0.034846775233745575,0.03484595939517021,0.03484971821308136,0.03484885394573212
Through the Wall of Light Pt. II,Eternal Storm,joy,0.020753314718604088,0.87548256,0.020751655101776123,0.020752403885126114,0.020751744508743286,0.020754225552082062,0.02075382135808468
Babyfather,Sade,surprise,0.03537065535783768,0.7876174,0.035540249198675156,0.03536734730005264,0.03536705672740936,0.035367924720048904,0.0353696346282959
Control,"LO, Honas",joy,0.026627663522958755,0.8402331,0.026625992730259895,0.02662665583193302,0.02662638947367668,0.026631029322743416,0.02662874385714531
Bad Boy Ken (feat. Siri),Badpojken,anger,0.33631008863449097,0.49805698,0.03312741219997406,0.03312930464744568,0.03312961012125015,0.033135030418634415,0.03313431888818741
Baby Tomorrow,Drew Holcomb & The Neighbors,joy,0.02858702838420868,0.82847965,0.028585359454154968,0.028585711494088173,0.028585584834218025,0.028588589280843735,0.028588106855750084
Ruin My Life - Futosé Remix,"Zara Larsson, Futosé",sadness,0.039761435240507126,0.64368415,0.03975893557071686,0.03975952789187431,0.03976011648774147,0.1574995070695877,0.03976387158036232
Lean on Me,Bill Withers,joy,0.0301651731133461,0.81901425,0.03016243875026703,0.030162857845425606,0.030162949115037918,0.03016618825495243,0.03016600012779236
Thrift Store Suitcase,The Mulligan Brothers,sadness,0.01626974157989025,0.90237373,0.016268854960799217,0.01626923307776451,0.016269294545054436,0.016272252425551414,0.016276855021715164
Last Broadcast,Doves,joy,0.03518049418926239,0.6131813,0.21090833842754364,0.0351792573928833,0.0351792573928833,0.035186126828193665,0.03518502414226532
Dead Boys,Plastique Noir,neutral,0.0265742689371109,0.8405524,0.0265741515904665,0.02657361328601837,0.026572909206151962,0.02657630480825901,0.026575906202197075
Polyamory Song,David Rovics,sadness,0.017404500395059586,0.8955467,0.017403479665517807,0.01740369200706482,0.01741396263241768,0.01742338389158249,0.017404399812221527
Memento Mori: the most important thing in the world,Will Wood,sadness,0.014897364191710949,0.9105968,0.014894128777086735,0.014894453808665276,0.014894543215632439,0.014930990524590015,0.014897532761096954
Perfect Lie,Fox Stevenson,sadness,0.02309195138514042,0.86144847,0.023090345785021782,0.02309076488018036,0.023090841248631477,0.023094184696674347,0.02309332974255085
High Roller,Dozer,sadness,0.026545708999037743,0.84072477,0.026543624699115753,0.026544785127043724,0.026544097810983658,0.026549777016043663,0.02654728665947914
Always - Stoneblue Remix,"Ben Nicky, Stoneblue, Ilan Bluestone",joy,0.03468446806073189,0.79189813,0.03468076512217522,0.03468126803636551,0.034681741148233414,0.03468676656484604,0.03468604013323784
Tell Me It's Not True - From 'Blood Brothers',Alfie Boe,neutral,0.027427848428487778,0.83542913,0.027426553890109062,0.027427323162555695,0.027430495247244835,0.027429448440670967,0.02742938883602619
New York City Rhythm,Barry Manilow,sadness,0.02136974222958088,0.87178284,0.02136782929301262,0.0213679950684309,0.021367821842432022,0.021374225616455078,0.021369565278291702
Giving My All To You,Johnny Gill,joy,0.027705224230885506,0.8337706,0.02770266681909561,0.027703482657670975,0.027703307569026947,0.027706967666745186,0.027707558125257492
Moss,The Smashing Pumpkins,joy,0.025751346722245216,0.84550357,0.025747260078787804,0.02574797533452511,0.02574768103659153,0.025751516222953796,0.025750387459993362
The Voyage - Digitally Remastered,Angela Bofill,joy,0.023331908509135246,0.8599878,0.023330962285399437,0.023331502452492714,0.023331109434366226,0.023352961987257004,0.023333970457315445
Clear Light,Fire-Toolz,neutral,0.02962605282664299,0.8223444,0.029602516442537308,0.029602358117699623,0.029602888971567154,0.029603660106658936,0.02961808815598488
22 (OVER S∞∞N),Bon Iver,neutral,0.09196294099092484,0.78193486,0.025223925709724426,0.025225641205906868,0.025230903178453445,0.02522127516567707,0.025220736861228943
"We've Only Just Begun - Live at Bitter End, NYC",Curtis Mayfield,joy,0.021464353427290916,0.8712152,0.021462764590978622,0.021463213488459587,0.021463360637426376,0.021466249600052834,0.021464938297867775
You Done Me Wrong,Ray Price,sadness,0.02321844920516014,0.86069214,0.0232166089117527,0.023217137902975082,0.023217586800456047,0.023219142109155655,0.023218849673867226
Two Tickets to Paradise (Re-Recorded),Eddie Money,joy,0.03300616517663002,0.801963,0.03300494700670242,0.03300561383366585,0.03300509229302406,0.03300821781158447,0.03300698474049568
Bronco,Orville Peck,joy,0.019745025783777237,0.8815304,0.01974358968436718,0.01974412240087986,0.0197439044713974,0.019745880737900734,0.01974676363170147
Fallen,Månegarm,sadness,0.016742166131734848,0.89949065,0.016739487648010254,0.01673983596265316,0.016745075583457947,0.01680023968219757,0.016742413863539696
Girl in the Mirror,Bebe Rexha,joy,0.028109874576330185,0.83134556,0.028107373043894768,0.02810794487595558,0.02810867503285408,0.028110357001423836,0.028110217303037643
Doo Dah,HOMESHAKE,joy,0.03718869388103485,0.4870702,0.03718675300478935,0.037189580500125885,0.32698842883110046,0.03720754384994507,0.03720177710056305
Teddy's Jam 2,Guy,joy,0.04317442327737808,0.27813086,0.0431714691221714,0.04322010278701782,0.043157342821359634,0.5060080885887146,0.04316875711083412
Take Care,Beach House,joy,0.03258697688579559,0.804485,0.03258366882801056,0.0325840525329113,0.03258414939045906,0.03258892521262169,0.0325872041285038
Sound System,James Egbert,sadness,0.040784962475299835,0.755296,0.04077797383069992,0.04077918082475662,0.04077809676527977,0.04079773277044296,0.04078603535890579
Lord I lift Your Name on High,Piano Prayer,joy,0.03027305193245411,0.8183446,0.03027077578008175,0.030271630734205246,0.03027108497917652,0.030275123193860054,0.030293749645352364
Pay Attention,Pomplamoose,anger,0.032839346677064896,0.8029664,0.03283737227320671,0.03283798322081566,0.0328376442193985,0.03284008428454399,0.032841119915246964
We Are Yours,Lea Salonga,joy,0.02034550905227661,0.8779169,0.02034449577331543,0.020345691591501236,0.020344587042927742,0.020346403121948242,0.020356373861432076
Got Me,Roy Woods,joy,0.022625088691711426,0.86478716,0.022516069933772087,0.0225182194262743,0.022516174241900444,0.022517768666148186,0.02251758985221386
Hi-Fi,M. Ward,neutral,0.023811664432287216,0.62812954,0.02381117083132267,0.02381141297519207,0.02381099946796894,0.023815300315618515,0.25282561779022217
Getaway Car,Blacktop Mojo,fear,0.02434679865837097,0.8539055,0.024345623329281807,0.024358466267585754,0.02434595488011837,0.02434948831796646,0.024348190054297447
Supermoon,Charly Bliss,joy,0.24314481019973755,0.5782502,0.0357220433652401,0.0357230082154274,0.03572433441877365,0.035728614777326584,0.035729244351387024
Illusions Of Peace,Black Label Society,joy,0.024477502331137657,0.8531339,0.02447591908276081,0.02447626180946827,0.02447601966559887,0.02448023483157158,0.024480121210217476
A New Day,Killing Joke,joy,0.031569596379995346,0.8105802,0.03156689554452896,0.031567785888910294,0.03156787157058716,0.03157440945506096,0.03157303109765053
Noticed This Is The Betrayal,Serenity In Murder,sadness,0.020291883498430252,0.777428,0.1211102306842804,0.020290210843086243,0.020290032029151917,0.020291881635785103,0.02029709331691265
Wolf's Den,Mute,joy,0.02544792741537094,0.84731054,0.025445710867643356,0.025446506217122078,0.025445887818932533,0.025448692962527275,0.025454774498939514
Sexy (feat. Trey Songz),"Chris Brown, Trey Songz",joy,0.02422291226685047,0.8544532,0.024219075217843056,0.024219753220677376,0.024223120883107185,0.0242608729749918,0.02440507709980011
Crazy for You,Best Coast,joy,0.17980320751667023,0.6491533,0.03421173244714737,0.03420253470540047,0.03420291841030121,0.03420451283454895,0.034204017370939255
Get On Board,The Isaacs,neutral,0.025406019762158394,0.7779306,0.025401217862963676,0.02540241926908493,0.025399500504136086,0.09502336382865906,0.025411786511540413
Begin Again,Knife Party,joy,0.033254966139793396,0.80046284,0.03325299546122551,0.033254414796829224,0.03325338661670685,0.033261481672525406,0.033259473741054535
Fear,"Deepak Chopra, Adam Plack",fear,0.026728009805083275,0.8394374,0.02693329192698002,0.026725342497229576,0.026724979281425476,0.026726745069026947,0.026726718991994858
Close Your Eyes,Mr. Mister,joy,0.026580218225717545,0.84051955,0.02657855860888958,0.02657913602888584,0.02657894417643547,0.026582956314086914,0.026581088081002235
Rest In Peace,Drippin So Pretty,sadness,0.01784311607480049,0.89292514,0.01784166879951954,0.017841998487710953,0.017858142033219337,0.017843827605247498,0.017846066504716873
Learning the Ways of Love,Peabo Bryson,sadness,0.031756896525621414,0.80946195,0.031754061579704285,0.03175504133105278,0.03175488859415054,0.03175899013876915,0.03175792470574379
Cut Your Bangs,Girlpool,anger,0.025240272283554077,0.8487168,0.02519848197698593,0.02519877627491951,0.02519972249865532,0.02522578276693821,0.025220094248652458
White Light/White Heat,The Velvet Underground,joy,0.03286399692296982,0.80227864,0.03286043182015419,0.033358216285705566,0.032861482352018356,0.032864611595869064,0.03290868550539017
Don't Cry,The Game,joy,0.016944289207458496,0.89832664,0.01694251224398613,0.016943050548434258,0.016942918300628662,0.016948601230978966,0.01695207506418228
